series,value
real_ntc,2.3
real_ntc,2.073170731707317
real_ntc,2.1237113402061856
real_ntc,2.061224489795918
real_ntc,2.1707317073170733
real_ntc,1.9210526315789473
real_ntc,2.101010101010101
real_ntc,2.25
real_ntc,2.231578947368421
real_ntc,2.1492537313432836
real_ntc,2.2095238095238097
real_ntc,2.202020202020202
real_ntc,2.230769230769231
real_ntc,2.0714285714285716
real_ntc,2.121212121212121
real_ntc,2.2432432432432434
real_ntc,2.05
real_ntc,2.090909090909091
real_ntc,2.128205128205128
real_ntc,2.135135135135135
real_ntc,2.074074074074074
real_ntc,2.0
real_ntc,2.2
real_ntc,2.119047619047619
real_ntc,2.1153846153846154
real_ntc,2.2203389830508473
real_ntc,2.1
real_ntc,2.185567010309278
real_ntc,2.207547169811321
real_ntc,2.155844155844156
real_ntc,2.081081081081081
real_ntc,2.122448979591837
real_ntc,1.927710843373494
real_ntc,2.144
real_ntc,2.0
real_ntc,2.0963855421686746
real_ntc,2.128440366972477
real_ntc,2.0
real_ntc,2.0754716981132075
real_ntc,2.27027027027027
real_ntc,2.204081632653061
real_ntc,2.0294117647058822
real_ntc,2.123456790123457
real_ntc,2.065934065934066
real_ntc,2.172043010752688
real_ntc,2.139130434782609
real_ntc,2.026315789473684
real_ntc,2.1875
real_ntc,1.7
real_ntc,2.0
real_ntc,1.9761904761904763
real_ntc,2.246913580246914
real_ntc,2.1149425287356323
real_ntc,2.033333333333333
real_ntc,2.056603773584906
real_ntc,2.085714285714286
real_ntc,2.0655737704918034
real_ntc,2.142857142857143
real_ntc,2.15625
real_ntc,2.0384615384615383
real_ntc,2.4444444444444446
real_ntc,2.0714285714285716
real_ntc,1.9791666666666667
real_ntc,2.357142857142857
real_ntc,2.196078431372549
real_ntc,2.2745098039215685
real_ntc,1.92
real_ntc,2.0533333333333332
real_ntc,2.0941176470588236
real_ntc,2.2195121951219514
real_ntc,2.2045454545454546
real_ntc,2.1538461538461537
real_ntc,2.13953488372093
real_ntc,2.0454545454545454
real_ntc,1.9405940594059405
real_ntc,2.235294117647059
real_ntc,2.1
real_ntc,2.070588235294118
real_ntc,2.0392156862745097
real_ntc,2.024390243902439
real_ntc,2.1333333333333333
real_ntc,2.202020202020202
real_ntc,2.3255813953488373
real_ntc,2.150943396226415
real_ntc,2.043010752688172
real_ntc,2.0941176470588236
