perturbation,mean_average_precision,indices,mean_normalized_average_precision,p_value,corrected_p_value,below_p,below_corrected_p,-log10(p-value)
IMPDH1,1.0,"[837, 2098, 2267, 3486]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IMPDH2,1.0,"[1144, 2273, 2291, 2832]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INCENP,0.79224404489235,"[423, 574, 2484, 2904]",0.7917032363690611,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INO80D,0.8897435897435897,"[623, 2289, 3523, 4109]",0.8894565818145848,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INO80E,1.0,"[993, 1907, 2705, 2772]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INPPL1,1.0,"[1739, 2049, 2518, 4163]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INTS1,1.0,"[2033, 2166, 3053, 3775]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INTS2,0.9513888888888888,"[261, 672, 3028, 3611]",0.9512623495403449,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INTS5,0.9791666666666666,"[730, 1086, 2014, 2992]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INTS7,1.0,"[540, 821, 927, 4098]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INTS10,1.0,"[1771, 2385, 3628, 3850]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
INTS11,1.0,"[144, 2180, 3781, 4003]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ITGB1,1.0,"[257, 2172, 3352, 4124]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ITPR1,1.0,"[1217, 1255, 1511, 2347]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IVL,0.8449561403508772,"[154, 335, 846, 3795]",0.8445525464286794,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
IZUMO2,1.0,"[1696, 3619, 3828, 3993]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
JUNB,1.0,"[1289, 2003, 2926, 3164]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KANSL1,1.0,"[2052, 2737, 3445, 3625]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KATNBL1,1.0,"[510, 1010, 1153, 1326]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KCNG1,0.9791666666666666,"[1019, 1377, 1894, 2204]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KCNG4,1.0,"[1262, 1402, 1613, 3758]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KCTD16,1.0,"[647, 1324, 2092, 3997]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KDM4A,0.9444444444444444,"[992, 3034, 3487, 3946]",0.9442998280461086,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KDM6A,1.0,"[1277, 1521, 2044, 3652]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KIAA1958,1.0,"[278, 3739, 4016, 4043]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KIF11,1.0,"[411, 2284, 3649, 3663]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KIF14,1.0,"[78, 348, 1606, 2406]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KIF17,1.0,"[410, 2666, 3459, 3945]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KIF20A,1.0,"[1477, 1622, 2120, 2231]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KIF23,0.9791666666666666,"[301, 2136, 2404, 4150]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KIN,0.9136904761904762,"[61, 1650, 2889, 3502]",0.9134658042859187,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KLHL7,1.0,"[2333, 2386, 3982, 4155]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KPNB1,1.0,"[736, 1040, 1280, 3379]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KRAS,0.8703125,"[138, 1995, 2437, 3056]",0.8699749110951348,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KRI1,0.9479166666666666,"[691, 775, 1017, 2133]",0.9477810887932268,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KRT8,1.0,"[504, 2184, 2668, 2831]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KRT10,1.0,"[706, 2655, 3313, 4105]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KRT18,0.4298232666771721,"[1383, 2032, 2693, 3922]",0.42833904237658726,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KRTAP2-3,1.0,"[377, 2922, 2995, 3048]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KRTAP2-4,1.0,"[1178, 1297, 2123, 2965]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
KRTAP4-2,0.9791666666666666,"[903, 2503, 3821, 3892]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LAMTOR1,1.0,"[555, 3687, 3790, 3802]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LAMTOR2,1.0,"[384, 3389, 3778, 3873]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LAMTOR3,1.0,"[1026, 2066, 2460, 3380]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LAMTOR4,1.0,"[1896, 2323, 2632, 3127]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LARP7,1.0,"[143, 2708, 3437, 3820]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LARS,1.0,"[3799, 3857, 3936, 3978]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LCE3A,0.9791666666666666,"[635, 1990, 2976, 3731]",0.9791124355172907,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LDLR,1.0,"[1042, 1893, 2154, 3509]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LENG8,1.0,"[505, 2321, 2332, 2923]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LIAS,1.0,"[1089, 1396, 2876, 4015]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LIMD2,0.9393939393939393,"[680, 1550, 1674, 3041]",0.9392361760503003,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LIMS1,1.0,"[459, 543, 2129, 2930]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LIN9,1.0,"[171, 1389, 2625, 2782]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LIN37,1.0,"[523, 2541, 2612, 3101]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LMX1B,0.8320175438596491,"[1307, 1826, 1982, 3939]",0.8315802695394179,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LRP1B,1.0,"[666, 1898, 2264, 3390]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LSM4,0.8839285714285715,"[381, 767, 1071, 2396]",0.883626426453477,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LSM5,1.0,"[46, 1464, 2331, 2950]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LSM6,1.0,"[228, 275, 2288, 4194]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LTB4R,1.0,"[715, 1969, 2488, 2640]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LTN1,1.0,"[41, 481, 717, 2217]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LTV1,1.0,"[175, 2020, 2709, 3721]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LYPD2,1.0,"[305, 889, 1536, 1652]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
LYSMD1,1.0,"[2355, 2879, 3826, 3833]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MAD2L2,1.0,"[1249, 3132, 3367, 3950]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MAFA,1.0,"[1102, 2339, 2508, 3094]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MANF,1.0,"[699, 1357, 1776, 2656]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MAP2K7,1.0,"[465, 1218, 1501, 2072]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MAP7D1,1.0,"[1766, 2903, 3255, 3330]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MAPK1,1.0,"[1236, 1631, 1694, 2673]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MAPRE3,1.0,"[3046, 3543, 3567, 3696]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MARS,1.0,"[922, 1213, 1248, 2402]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MAX,1.0,"[221, 2185, 3398, 4156]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MBD5,1.0,"[2110, 2981, 3154, 4145]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MBTD1,1.0,"[752, 1181, 3167, 4027]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MCEE,1.0,"[1174, 1917, 3065, 4107]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MCM3,1.0,"[593, 965, 1421, 3076]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MCM5,1.0,"[1727, 2205, 2261, 3096]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MCM7,1.0,"[158, 383, 1032, 4053]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MCRS1,1.0,"[304, 1703, 2493, 3713]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MCTS1,1.0,"[1011, 2771, 2839, 4141]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MDN1,1.0,"[202, 249, 836, 3408]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MEAF6,1.0,"[1112, 1817, 2500, 2628]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MED6,0.9333333333333333,"[991, 1044, 3484, 3776]",0.9331597936553304,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MED13L,1.0,"[1390, 2962, 3773, 4062]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MED18,1.0,"[389, 2744, 3264, 3923]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MED21,1.0,"[973, 1175, 1207, 2808]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
METAP1,1.0,"[498, 2683, 3930, 4022]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
METTL3,1.0,"[1157, 2115, 2378, 3378]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
METTL7A,1.0,"[835, 1566, 1870, 3944]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
METTL7B,1.0,"[163, 1420, 1527, 1986]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MEX3C,1.0,"[860, 1966, 2551, 3519]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MFAP1,0.9345238095238095,"[182, 1957, 2111, 4086]",0.9343533687686281,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MGAM,1.0,"[1921, 2620, 3182, 4055]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MICOS13,1.0,"[1100, 1895, 2034, 2246]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MIEN1,0.8942307692307693,"[386, 1836, 2308, 3357]",0.8939554418570145,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MIOS,1.0,"[170, 779, 2528, 2644]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MLLT1,1.0,"[123, 2605, 3358, 4101]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MMP17,1.0,"[1483, 1815, 3500, 3661]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MOB4,1.0,"[16, 734, 1344, 3847]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MRGBP,1.0,"[638, 898, 3508, 4057]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MRM1,0.9666666666666667,"[674, 2275, 3077, 3835]",0.9665798968276652,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MROH6,0.9166666666666667,"[713, 1760, 1882, 2659]",0.9164497420691629,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MRPL20,1.0,"[2028, 2792, 3440, 3668]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MRPL34,1.0,"[102, 852, 1150, 4094]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MRPL39,0.5027605243014797,"[48, 281, 1781, 3483]",0.5014661626239331,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MRPL40,0.9444444444444444,"[1790, 3439, 3616, 4159]",0.9442998280461086,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MRPL42,0.6528392037397024,"[75, 1085, 1275, 3383]",0.6519355111477283,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MRPL52,0.8227513227513228,"[434, 1579, 2056, 2657]",0.8222899275756799,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MSANTD4,1.0,"[5, 263, 3659, 3770]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MSH3,0.867445054945055,"[978, 1047, 3245, 3967]",0.8671000018078169,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MTA2,1.0,"[2019, 2397, 2651, 4078]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MTBP,1.0,"[966, 1440, 2784, 3702]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MTHFD1,1.0,"[728, 816, 1338, 1671]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MTOR,1.0,"[1563, 2978, 3461, 3707]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MUC13,1.0,"[68, 702, 1939, 1960]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MUCL1,1.0,"[463, 687, 1469, 3419]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MXRA8,1.0,"[1906, 2626, 2860, 2917]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MYBPHL,1.0,"[1485, 2749, 3105, 3503]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
MYCL,1.0,"[1468, 2694, 3477, 3884]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NACC1,1.0,"[2422, 2825, 2852, 3037]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NAE1,1.0,"[996, 1287, 3340, 3409]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NAMPT,1.0,"[219, 1355, 2067, 2897]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NAPA,1.0,"[1572, 1868, 3711, 4103]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NAPG,1.0,"[2225, 2279, 2769, 3512]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NBEAL1,1.0,"[371, 1003, 1994, 3327]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NBPF15,0.5281160881031112,"[630, 3311, 3632, 3975]",0.5268877293712304,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NCAN,1.0,"[271, 712, 1640, 3767]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NCAPG2,1.0,"[394, 462, 1714, 3962]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NCBP2,1.0,"[9, 972, 2248, 3036]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NCDN,0.9358974358974359,"[2826, 3172, 3332, 3926]",0.935730570822433,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NCKIPSD,1.0,"[195, 1239, 2318, 3109]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NCL,1.0,"[135, 1114, 1450, 4177]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NCOA1,1.0,"[525, 2305, 3100, 3598]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NCOA4,1.0,"[324, 663, 2360, 3001]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NDUFC1,1.0,"[1424, 2338, 2725, 2783]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NEDD8,0.619188912938913,"[1078, 2359, 2776, 3685]",0.6181976254374846,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NEK1,1.0,"[351, 923, 2216, 4047]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NHSL1,1.0,"[831, 3204, 3796, 4202]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NLE1,1.0,"[1678, 1852, 3083, 3690]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NMT1,1.0,"[762, 2536, 2916, 2941]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOB1,1.0,"[709, 2162, 2171, 3722]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOL6,1.0,"[2452, 2463, 2466, 2723]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOL7,0.9666666666666667,"[1405, 2856, 3566, 3570]",0.9665798968276652,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOL8,1.0,"[116, 1656, 1698, 2142]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOL10,1.0,"[393, 1188, 3165, 3584]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOLC1,1.0,"[1665, 1801, 2196, 2736]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOP9,0.8104440789473684,"[1177, 2616, 3300, 3425]",0.8099506468448229,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOP16,0.9583333333333334,"[2608, 3103, 3605, 3914]",0.9582248710345814,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOP56,1.0,"[1375, 2079, 2455, 2692]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NOP58,0.6576994720765577,"[1243, 2485, 3288, 4012]",0.6568084312256163,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NPRL2,1.0,"[604, 1958, 2836, 4095]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NR2C2AP,1.0,"[1427, 2993, 3868, 4083]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NR2E1,0.6225673040200728,"[1881, 1925, 3195, 3752]",0.6215848107921502,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NR2F2,0.9262820512820513,"[370, 2957, 3173, 3369]",0.926090156445798,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NRAS,1.0,"[1591, 3671, 3748, 4114]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NSA2,0.887310606060606,"[245, 1002, 2017, 2292]",0.887017264843527,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NTC,0.0888281521453419,"[2, 3, 12, 13, 15, 25, 26, 62, 90, 105, 136, 140, 151, 173, 186, 203, 224, 234, 251, 255, 279, 285, 311, 359, 380, 413, 414, 436, 443, 445, 446, 447, 448, 450, 454, 466, 468, 472, 474, 477, 482, 490, 492, 494, 507, 521, 528, 552, 577, 594, 610, 678, 695, 696, 707, 711, 719, 721, 737, 741, 748, 753, 768, 777, 781, 783, 799, 804, 808, 812, 817, 845, 854, 855, 856, 861, 872, 878, 884, 892, 894, 904, 928, 931, 939, 940, 941, 950, 951, 957, 960, 962, 987, 988, 1000, 1015, 1016, 1020, 1021, 1022, 1025, 1031, 1034, 1035, 1039, 1048, 1075, 1076, 1077, 1081, 1119, 1127, 1132, 1146, 1162, 1168, 1186, 1192, 1193, 1195, 1205, 1210, 1223, 1235, 1240, 1291, 1305, 1319, 1320, 1323, 1345, 1346, 1351, 1353, 1373, 1379, 1416, 1419, 1439, 1448, 1471, 1495, 1496, 1507, 1528, 1558, 1583, 1585, 1596, 1597, 1598, 1602, 1612, 1620, 1621, 1626, 1627, 1634, 1642, 1660, 1663, 1668, 1682, 1684, 1686, 1687, 1691, 1693, 1697, 1712, 1715, 1717, 1720, 1732, 1748, 1755, 1774, 1777, 1778, 1779, 1785, 1789, 1797, 1798, 1809, 1812, 1813, 1814, 1816, 1819, 1820, 1821, 1827, 1831, 1832, 1834, 1835, 1837, 1838, 1840, 1841, 1842, 1843, 1846, 1847, 1849, 1855, 1857, 1858, 1859, 1860]",0.039121229043424716,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NUDCD1,1.0,"[582, 1133, 2741, 3560]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NUDT21,1.0,"[484, 701, 1354, 2435]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NUFIP2,1.0,"[893, 1378, 2335, 2728]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NUP37,1.0,"[92, 318, 2722, 2870]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NUP54,1.0,"[900, 1227, 3871, 4201]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NUP98,1.0,"[289, 967, 2457, 3395]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
NUP214,1.0,"[1183, 1273, 2366, 3742]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
OAZ1,0.6608570351217411,"[1164, 1983, 3150, 3741]",0.6599742137079116,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
OGT,1.0,"[542, 1931, 2829, 3845]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
OR2T5,1.0,"[764, 1018, 2242, 2748]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
ORC6,1.0,"[2260, 2345, 3289, 3640]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
OSBPL7,1.0,"[557, 2286, 2584, 2780]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
OST4,1.0,"[1825, 2324, 2563, 2567]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
OTOP1,0.6802350427350428,"[841, 2522, 3095, 3913]",0.6794026641192367,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
P4HB,1.0,"[589, 935, 1534, 3575]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PAICS,0.9583333333333334,"[778, 1173, 3153, 3349]",0.9582248710345814,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PAN2,1.0,"[1945, 2220, 2243, 3399]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PARP1,1.0,"[732, 1807, 2844, 3302]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PARP12,1.0,"[953, 2042, 3538, 4181]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PATL1,1.0,"[1582, 1991, 2214, 3959]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PCF11,1.0,"[958, 1381, 3385, 3797]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PCID2,1.0,"[869, 2461, 2918, 3179]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PCYT1A,1.0,"[214, 1588, 2898, 3669]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PDCD7,1.0,"[1098, 1979, 2627, 2851]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PDGFRA,1.0,"[819, 1733, 2290, 3268]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PDIA6,1.0,"[499, 2382, 2664, 3010]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PDPK1,1.0,"[1268, 1628, 3207, 3608]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PDZK1IP1,1.0,"[1233, 2009, 2029, 2475]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PEF1,1.0,"[502, 585, 606, 3388]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PEX19,1.0,"[591, 700, 2041, 3271]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PFDN2,1.0,"[112, 880, 2574, 2990]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PFN1,1.0,"[1916, 2137, 2516, 3044]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PGK1,1.0,"[85, 876, 3267, 4092]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PHB,1.0,"[1532, 1578, 1985, 3277]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
PHB2,1.0,"[1286, 1625, 1699, 3211]",1.0,9.99990000099999e-06,1.0040019960883641e-05,True,True,4.998265423755441
