perturbation,mean_average_precision,indices,mean_normalized_average_precision,p_value,corrected_p_value,below_p,below_corrected_p,-log10(p-value)
B4GALT5,0.7692498758072528,"[1091, 2101, 3321, 4072]",0.7686492112734794,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BEND3,0.4518184081769003,"[849, 868, 2182, 3658]",0.4503914393229179,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BEND6,0.37072514006087537,"[372, 2598, 3686, 3724]",0.369087077712337,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BET1,0.11660073072297046,"[495, 2362, 4045, 4151]",0.11430115835189404,0.0015799842001579985,0.0019193740101433937,True,True,2.716840390186479
BLOC1S2,0.07799349318230256,"[974, 1509, 1856, 2330]",0.07559342249765524,0.0031299687003129967,0.0035971282078223993,True,True,2.4440440829050005
BLOC1S6,0.3754082105730985,"[458, 1803, 2527, 3252]",0.3737823387027915,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BMS1,1.0,"[55, 248, 934, 3223]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BORCS7,0.4091188694107454,"[827, 1883, 2170, 3009]",0.4075807495936377,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BORCS8,0.3383688406209506,"[710, 1327, 1571, 1741]",0.33664655174561964,4.999950000499995e-05,8.313870349668597e-05,True,True,4.080196752365591
BRCA1,0.2537995389633739,"[174, 569, 2874, 3889]",0.251857108147364,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
BRD8,0.680901951795685,"[776, 2392, 3238, 3866]",0.6800713092076336,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BRD9,0.7958333333333333,"[624, 649, 2106, 3343]",0.7953018680694491,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BRK1,1.0,"[2245, 2496, 2980, 3751]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BTAF1,0.16070716136720484,"[1293, 2149, 2157, 2946]",0.15852240223270636,0.0015299847001529984,0.0018921152251892114,True,True,2.7230524196572112
BTBD9,0.865625,"[1088, 1361, 3537, 3853]",0.8652752090865252,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BTF3L4,0.33483649282897754,"[3273, 3465, 3656, 3772]",0.3331050089161704,0.0002099979000209998,0.0003480263210612927,True,True,3.458387909330998
BUB1B,1.0,"[14, 761, 874, 2501]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
BUD31,1.0,"[225, 636, 2669, 2799]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
C1D,0.1717869794714096,"[93, 1199, 3057, 3324]",0.16963106215790316,0.0007899921000789992,0.001032352600755977,True,True,2.986171943785948
C1QBP,0.21473519397522142,"[185, 1141, 2637, 3212]",0.2126910749514519,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
C2orf27B,0.14813271669905897,"[619, 1743, 2315, 2828]",0.14591522508837884,0.0015299847001529984,0.0018921152251892114,True,True,2.7230524196572112
C5orf22,0.002407640039310789,"[366, 584, 2375, 3029]",-0.00018918781457678992,0.17276827231727682,0.17352166498395197,False,False,0.7606462938092524
C5orf30,0.128107645551619,"[747, 802, 3679, 4014]",0.12583802677495518,0.0015399846001539984,0.0018921152251892114,True,True,2.7230524196572112
C12orf45,0.742228835978836,"[2051, 2155, 3422, 3479]",0.7415578331067956,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CA5A,0.19639972720035279,"[612, 870, 1861, 2745]",0.1943078792115811,0.0007199928000719992,0.0009558525104404128,True,True,3.0196091148822912
CA7,0.06447295001203814,"[933, 2590, 3654, 3880]",0.06203768406676792,0.003879961200387996,0.004402554399652854,True,True,2.3562952690181325
CA13,0.09362528638494542,"[390, 2329, 3564, 3819]",0.09126590674568305,0.002369976300236998,0.002775366677887745,True,True,2.556679630320361
CABIN1,0.5771146456250332,"[2026, 3023, 3055, 3657]",0.576013834801577,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CACNA1D,0.25230204390294547,"[236, 506, 2281, 3814]",0.2503557149647766,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CACNB1,0.08773355090490641,"[187, 409, 1337, 2707]",0.08535883451747277,0.0023899761002389975,0.002775366677887745,True,True,2.556679630320361
CAD,0.10133603426897808,"[199, 1609, 2788, 3506]",0.09899672644029006,0.0023499765002349977,0.002775366677887745,True,True,2.556679630320361
CALM1,0.129720003866802,"[756, 1810, 1997, 2841]",0.1274545822122808,0.0015399846001539984,0.0018921152251892114,True,True,2.7230524196572112
CALM3,0.022246923892012837,"[346, 658, 1729, 3812]",0.01970173958209938,0.011659883401165989,0.012456289524618096,True,True,1.9046113059085688
CAPN12,0.7527777777777778,"[1318, 1537, 3602, 3852]",0.7521342348051833,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CAPZB,1.0,"[1412, 2768, 3117, 3247]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CARS,0.39674205010620595,"[2713, 3712, 3749, 3846]",0.39517171225054604,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CASP3,0.001491076945144655,"[914, 1184, 2738, 3085]",-0.0011081368097063896,0.33372666273337265,0.334060389396106,False,False,0.4761750169884571
CBWD1,0.21321424900518332,"[268, 1952, 2464, 3986]",0.21116617081690842,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CBWD2,0.06377568712713139,"[573, 3918, 4011, 4139]",0.06133860614021322,0.003879961200387996,0.004402554399652854,True,True,2.3562952690181325
CBWD3,0.3731342731342731,"[718, 1194, 3120, 4128]",0.37150248198840213,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCDC59,0.38299235190609937,"[595, 1746, 3726, 4074]",0.3813862222774652,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCDC174,1.0,"[44, 550, 1033, 2344]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCNB1,0.9791666666666666,"[976, 1447, 3071, 3725]",0.9791124355172907,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCNC,1.0,"[2104, 2271, 3627, 3969]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCND3,0.87890625,"[375, 1329, 1489, 2505]",0.8785910314442523,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCNF,0.5220281815323807,"[548, 807, 2089, 2747]",0.5207839754003101,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCNG1,0.4753131805201038,"[190, 733, 944, 3355]",0.4739473707945293,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCNH,0.5551000551735846,"[1418, 2450, 2525, 3080]",0.5539419382760536,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCR2,0.03832255496223466,"[486, 2238, 3413, 4039]",0.035819217049915524,0.006249937500624993,0.00681501899577954,True,True,2.166532929300953
CCT3,0.7487599206349206,"[863, 1120, 1918, 4197]",0.7481059187978036,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCT4,0.2626809056956116,"[671, 1334, 2303, 2424]",0.2607615939224458,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CCT6A,0.488510101010101,"[479, 1403, 1457, 1913]",0.4871786441245135,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CCT7,0.9444444444444443,"[925, 2548, 3035]",0.944313080525755,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CD2BP2,0.4096249418739828,"[56, 314, 2322, 3189]",0.40808813941165983,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CD3EAP,0.23434758250924295,"[722, 742, 780, 2966]",0.2323545163993394,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CD4,0.017399670318388617,"[883, 1391, 2822, 4160]",0.014841868146109676,0.015149848501514985,0.016013725818391233,True,True,1.7955076116087354
CD5,0.02140997164439433,"[162, 1366, 1866, 4171]",0.018862608668127542,0.012159878401215988,0.012976586652043928,True,True,1.8868395288861342
CD9,0.03613325779600744,"[1155, 1261, 2222, 2395]",0.03362422093480911,0.0068399316006839935,0.007450241057981151,True,True,2.1278296751097807
CD164,0.13562575806977256,"[1308, 1431, 1709, 2982]",0.13337570965549259,0.0015399846001539984,0.0018921152251892114,True,True,2.7230524196572112
CDC5L,1.0,"[277, 905, 999, 2208]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CDC27,0.16767984697503183,"[317, 1062, 2428, 3672]",0.16551323840476134,0.001119988800111999,0.0014484609675867067,True,True,2.8390932034564966
CDC45,0.9458333333333333,"[1274, 2048, 2163, 4169]",0.9456923323449559,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CDH15,0.007565824985744158,"[1610, 2062, 3562, 4006]",0.004982424378176839,0.040149598504014956,0.041432730002596875,True,True,1.3826564500953311
CDIPT,0.3009078921259158,"[1551, 2676, 3149, 4073]",0.29908808883649207,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CDK7,0.4288826109478283,"[735, 1027, 3341, 4166]",0.42739593803085785,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CENPA,0.044030752176465016,"[970, 2096, 2618, 2624]",0.04154227324474391,0.005389946100538994,0.005935463197623249,True,True,2.2265453834790145
CENPC,0.4679506588714668,"[157, 196, 982, 2635]",0.46656568380134944,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CENPH,0.3813408193531811,"[184, 514, 568, 805]",0.3797303906281353,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CENPW,0.4663626056483199,"[508, 2334, 2763, 3932]",0.4649734967245276,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CEP55,0.4619720100327758,"[1270, 1926, 2603, 3757]",0.4605714719707431,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CEP85,0.9583333333333334,"[1394, 2295, 3216, 3935]",0.9582248710345814,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CEP135,0.533453836861205,"[579, 924, 936, 3381]",0.5322393727973352,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CEP350,0.8946969696969697,"[3481, 3551, 3639, 3665]",0.8944228558873968,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CERCAM,0.10053241612331118,"[616, 798, 1716, 3128]",0.09819101640010962,0.0023599764002359977,0.002775366677887745,True,True,2.556679630320361
CERS6,0.23295554438596694,"[2045, 2972, 3387, 3787]",0.23095885466834815,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CFL1,0.6118152585935908,"[2633, 3645, 3745, 4110]",0.6108047767681506,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CHD1,1.0,"[1070, 3460, 3995, 4060]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CHD4,0.7030607712177955,"[1423, 1971, 3320, 3554]",0.7022878101455556,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CHERP,1.0,"[1542, 2840, 3451, 3746]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CHMP1A,0.11395343902175822,"[603, 1704, 1975, 2167]",0.11164697549844067,0.0016399836001639984,0.0019826371784591335,True,True,2.702756754180968
CHMP2A,0.4401330910112641,"[1215, 2429, 2641, 3563]",0.43867570416460744,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CHMP4B,0.3828230218516019,"[152, 2227, 3232, 3370]",0.38121645144072075,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CHMP4C,0.04450831941498477,"[229, 307, 2469, 2961]",0.04202108363623562,0.005369946300536995,0.005919951813697723,True,True,2.2276818282653155
CHMP5,0.3955996866175903,"[745, 2285, 2412, 3780]",0.39402637508105076,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CHMP6,0.18325594296679343,"[1555, 1769, 2649, 3170]",0.18112988045676723,0.0007199928000719992,0.0009558525104404128,True,True,3.0196091148822912
CHMP7,0.7503944344726726,"[451, 1359, 1850, 3717]",0.749744687430632,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CHST12,0.0871981891687386,"[725, 1154, 1762, 2862]",0.08482207918375531,0.0024099759002409976,0.0027921132825708783,True,True,2.5540669653478107
CHTF8,0.36839861427531057,"[613, 1012, 2419, 3907]",0.3667544957587368,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CIAO1,0.3882959248954727,"[354, 398, 810, 2343]",0.38670360097207124,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CIAPIN1,0.290928586175989,"[81, 1014, 3416, 3966]",0.28908280580344664,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CIT,0.2590531116332031,"[615, 1564, 2507, 2511]",0.2571243563668355,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CLASP1,0.5402904700170932,"[412, 1170, 2592, 2894]",0.539093802359971,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CLDN15,0.19179799042247975,"[1879, 1964, 2411, 2849]",0.18969416367492775,0.0007199928000719992,0.0009558525104404128,True,True,3.0196091148822912
CLK3,1.0,"[527, 859, 2181, 3351]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CMTR1,0.4489675144152756,"[231, 971, 2818, 3558]",0.44753312441351206,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CNOT1,0.29291591006722556,"[1096, 1118, 3756, 4179]",0.2910753028879058,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
CNOT2,0.7638888888888888,"[1060, 1139, 1545, 2229]",0.7632742691959615,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CNOT4,1.0,"[916, 1486, 2173, 3191]",1.0,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CNOT10,0.6107142857142857,"[2557, 2680, 3366, 4133]",0.6097009379516609,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
CNOT11,0.6597222222222222,"[824, 1735, 2207, 3515]",0.6588364467824152,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COA4,0.04744771115198185,"[467, 794, 1113, 3733]",0.04496812688966615,0.0052699473005269944,0.0058548471119062384,True,True,2.2324844412103024
COA5,0.5068956133972713,"[1438, 1891, 2631, 3396]",0.5056120157501777,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COG3,0.6403011204481792,"[368, 3090, 3698, 4032]",0.6393647900321473,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COG4,0.17932089609122737,"[938, 2183, 3577, 3863]",0.17718459027968547,0.0007199928000719992,0.0009558525104404128,True,True,3.0196091148822912
COG6,0.26658990730481413,"[133, 1888, 3984, 4130]",0.26468077103485693,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
COG7,0.13628999986319754,"[332, 1523, 1923, 3470]",0.13404168053352175,0.0015399846001539984,0.0018921152251892114,True,True,2.7230524196572112
COG8,0.16512059737475607,"[108, 771, 3541, 3768]",0.16294732683421215,0.0015299847001529984,0.0018921152251892114,True,True,2.7230524196572112
COL9A1,0.7070761967501098,"[789, 2545, 3650, 3803]",0.7063136882126787,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COL18A1,0.01668299616618836,"[1666, 1875, 1885, 2240]",0.014123328422885328,0.015879841201587985,0.016767638230790687,True,True,1.7755281046907747
COMMD4,0.2553215051991952,"[640, 1589, 1740, 2379]",0.2533830362061428,0.0006999930000699993,0.0009558525104404128,True,True,3.0196091148822912
COMMD5,0.34775945520326995,"[1067, 1404, 2280, 3960]",0.346061610991402,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COMTD1,0.35204330082514795,"[1853, 1948, 2186, 3447]",0.35035660787112755,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPA,0.41527777777777775,"[1059, 2370, 3371, 4192]",0.413755690185293,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPB1,0.7143939393939394,"[89, 587, 921, 3405]",0.7136504796370402,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPB2,0.49311799311799315,"[29, 659, 1430, 2646]",0.4917985310140958,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPS2,0.7777777777777777,"[2007, 3157, 3159, 3360]",0.7771993121844344,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPS3,0.5996739113999177,"[212, 1079, 2432, 3783]",0.5986318244922397,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPS4,0.5746091871091871,"[69, 270, 2039, 2588]",0.5735018543387694,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPS5,0.6430555555555556,"[684, 1515, 2434]",0.642211542377976,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPS6,0.5531077582548171,"[1258, 2399, 3808, 3887]",0.5519444552187995,9.99990000099999e-06,1.6823361178152925e-05,True,True,4.774087231172335
COPS8,0.23675595238095237,"[586, 853, 1234]",0.23495122325874332,0.000949990500094999,0.001233385850317891,True,True,2.908901038205895
