mean_average_precision,mean_normalized_average_precision,p_value,corrected_p_value,below_p,below_corrected_p,complex_num,-log10(p-value)
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,1,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,2,5.000004342923105
0.75,0.749749498997996,0.0010399896001039989,0.0010399896001039989,True,True,3,2.982971003624324
0.4778614922064047,0.4762887858576288,9.99990000099999e-06,9.99990000099999e-06,True,True,4,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,5,5.000004342923105
0.7866666666666667,0.7858090452261306,9.99990000099999e-06,9.99990000099999e-06,True,True,6,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,7,5.000004342923105
0.5334199926815124,0.5324840247631202,3.999960000399996e-05,3.999960000399996e-05,True,True,8,4.397944351595142
0.75,0.749749498997996,0.0010399896001039989,0.0010399896001039989,True,True,9,2.982971003624324
0.002417036182145822,0.0014174540540718198,0.4122658773412266,0.4122658773412266,False,False,10,0.3848226096460868
0.4155381039962558,0.40723103136270006,9.99990000099999e-06,9.99990000099999e-06,True,True,11,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,12,5.000004342923105
0.53125,0.5307803106212425,0.0010399896001039989,0.0010399896001039989,True,True,13,2.982971003624324
0.4806507743561439,0.47380337077260426,9.99990000099999e-06,9.99990000099999e-06,True,True,14,5.000004342923105
0.10292397660818714,0.10202510283725345,0.00913990860091399,0.00913990860091399,True,True,15,2.039058147189273
0.5366876371338105,0.5343570920489705,9.99990000099999e-06,9.99990000099999e-06,True,True,16,5.000004342923105
0.6140068856327762,0.6132325764765731,1.999980000199998e-05,1.999980000199998e-05,True,True,17,4.698974347259123
0.2616279069767442,0.2608880551801277,0.003109968900310997,0.003109968900310997,True,True,18,2.5072439538962668
0.002632491831162437,0.001633125590512299,0.3786862131378686,0.3786862131378686,False,False,19,0.4217205059886004
0.016938025210084032,0.01595299317121638,0.05873941260587394,0.05873941260587394,False,False,20,1.2310704007363231
0.9,0.8997993981945838,9.99990000099999e-06,9.99990000099999e-06,True,True,21,5.000004342923105
0.8098015873015872,0.8088448548433457,9.99990000099999e-06,9.99990000099999e-06,True,True,22,5.000004342923105
0.8897112573099415,0.8893790623018389,9.99990000099999e-06,9.99990000099999e-06,True,True,23,5.000004342923105
0.13054070791401212,0.12704539417698305,0.006379936200637993,0.006379936200637993,True,True,24,2.195183664201942
0.030885642366365283,0.025029966489424894,0.04991950080499195,0.04991950080499195,True,True,25,1.3017297662487368
0.2981527949175008,0.29533129861566165,0.00012999870001299986,0.00012999870001299986,True,True,26,3.8860609906162678
0.2642857142857143,0.26354852562267395,0.003109968900310997,0.003109968900310997,True,True,27,2.5072439538962668
0.11339511846694501,0.11161657306768112,0.008419915800841992,0.008419915800841992,True,True,28,2.074692251423455
0.6666666666666666,0.6659979939819457,9.99990000099999e-06,9.99990000099999e-06,True,True,29,5.000004342923105
0.5299388393410133,0.5275743465811592,9.99990000099999e-06,9.99990000099999e-06,True,True,30,5.000004342923105
0.260042984909775,0.25706828334157306,0.001049989500104999,0.001049989500104999,True,True,31,2.9788150438531664
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,32,5.000004342923105
0.5025510204081632,0.5020525745368287,0.0010399896001039989,0.0010399896001039989,True,True,33,2.982971003624324
0.5714285714285714,0.5709991411394217,0.0010399896001039989,0.0010399896001039989,True,True,34,2.982971003624324
0.3348904159822543,0.3335561941487182,0.002229977700222998,0.002229977700222998,True,True,35,2.6516994798749436
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,36,5.000004342923105
