mean_average_precision,mean_normalized_average_precision,p_value,corrected_p_value,below_p,below_corrected_p,complex_num,-log10(p-value)
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,37,5.000004342923105
0.6431316927006582,0.6420567881606,9.99990000099999e-06,9.99990000099999e-06,True,True,38,5.000004342923105
0.29166666666666663,0.2909569138276553,0.003109968900310997,0.003109968900310997,True,True,39,2.5072439538962668
0.011931947933318109,0.0109418997849547,0.08294917050829492,0.08294917050829492,False,False,40,1.081187952562725
0.06967291967291966,0.06780666675350727,0.014849851501484984,0.014849851501484984,True,True,41,1.8282778892698732
0.8219047619047618,0.8211888011486002,9.99990000099999e-06,9.99990000099999e-06,True,True,42,5.000004342923105
0.75,0.749749498997996,0.0010399896001039989,0.0010399896001039989,True,True,43,2.982971003624324
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,44,5.000004342923105
0.018827985739750447,0.017844847448908515,0.05308946910530895,0.05308946910530895,False,False,45,1.2749916175819473
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,46,5.000004342923105
0.051336898395721926,0.05038633416565751,0.01874981250187498,0.01874981250187498,True,True,47,1.7270030708593669
0.6944444444444443,0.6938314944834504,9.99990000099999e-06,9.99990000099999e-06,True,True,48,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,49,5.000004342923105
0.5625,0.562061623246493,0.0010399896001039989,0.0010399896001039989,True,True,50,2.982971003624324
0.34875653771854875,0.34679496102492996,0.0002599974000259997,0.0002599974000259997,True,True,51,3.5850309949522865
0.9965986394557823,0.9965780874283248,9.99990000099999e-06,9.99990000099999e-06,True,True,52,5.000004342923105
0.002403404919236417,0.0014038091325823455,0.4153258467415326,0.4153258467415326,False,False,53,0.3816110408430885
0.030513086291785438,0.02954165651853071,0.03196968030319697,0.03196968030319697,True,True,54,1.4952617066514164
0.35,0.3493486973947896,0.0020799792002079978,0.0020799792002079978,True,True,55,2.6819410079603427
0.5067567567567568,0.5062625250501002,0.0010399896001039989,0.0010399896001039989,True,True,56,2.982971003624324
0.16865079365079363,0.1678177784139708,0.005239947600523995,0.005239947600523995,True,True,57,2.2806730559393777
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,58,5.000004342923105
0.6129839284955536,0.6118182174368052,9.99990000099999e-06,9.99990000099999e-06,True,True,59,5.000004342923105
0.225,0.22422344689378756,0.004229957700422996,0.004229957700422996,True,True,60,2.373663975548062
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,61,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,62,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,63,5.000004342923105
0.0027481858885286398,0.0017489355737876865,0.36204637953620467,0.36204637953620467,False,False,64,0.44123579110651995
0.9444444444444443,0.944332998996991,9.99990000099999e-06,9.99990000099999e-06,True,True,65,5.000004342923105
0.3361942051057587,0.33486259869674323,0.002229977700222998,0.002229977700222998,True,True,66,2.6516994798749436
0.22911255411255413,0.22756613997837669,0.0041599584004159956,0.0041599584004159956,True,True,67,2.380911012296362
0.0333487725798981,0.03238018417566954,0.02871971280287197,0.02871971280287197,True,True,68,1.5418199073528418
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,69,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,70,5.000004342923105
0.007343440434145921,0.006348794582877531,0.13590864091359087,0.13590864091359087,False,False,71,0.8667529304507846
0.5871108384392667,0.5854509825133943,9.99990000099999e-06,9.99990000099999e-06,True,True,72,5.000004342923105
0.005241760208647626,0.004245008465369717,0.19044809551904482,0.19044809551904482,False,False,73,0.7202233659261394
0.34059829059829055,0.33927551886428514,0.002229977700222998,0.002229977700222998,True,True,74,2.6516994798749436
0.009259259259259259,0.008266533066132264,0.10713892861071389,0.10713892861071389,False,False,75,0.9700527008862638
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,76,5.000004342923105
0.375,0.37437374749499,0.0020799792002079978,0.0020799792002079978,True,True,77,2.6819410079603427
0.01308227465214761,0.012093379135766996,0.07608923910760892,0.07608923910760892,False,False,78,1.118676758822553
0.25251256281407036,0.2517635774060684,0.003109968900310997,0.003109968900310997,True,True,79,2.5072439538962668
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,80,5.000004342923105
0.009940405997128714,0.007954328576862171,0.13632863671363285,0.13632863671363285,False,False,81,0.8654129082122275
0.0010121550810082622,1.1165256440134223e-05,0.987860121398786,0.987860121398786,False,False,82,0.0053045461060572925
0.08101851851851852,0.08009769539078156,0.011919880801191989,0.011919880801191989,True,True,83,1.923728087518887
0.4931426299815833,0.4921258649464411,0.0021999780002199976,0.0021999780002199976,True,True,84,2.657581662100898
0.5365751366073229,0.533774986375343,9.99990000099999e-06,9.99990000099999e-06,True,True,85,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,86,5.000004342923105
0.5919642857142857,0.5907352624784853,9.99990000099999e-06,9.99990000099999e-06,True,True,87,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,88,5.000004342923105
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,89,5.000004342923105
0.3214285714285714,0.3207486401374177,0.003109968900310997,0.003109968900310997,True,True,90,2.5072439538962668
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,91,5.000004342923105
0.00988651243998254,0.00889441475705667,0.1011389886101139,0.1011389886101139,False,False,92,0.9950813936265788
0.625,0.6246242484969939,0.0010399896001039989,0.0010399896001039989,True,True,93,2.982971003624324
0.004257503785600199,0.003259765813441482,0.23453765462345377,0.23453765462345377,False,False,94,0.6297874221072137
1.0,1.0,9.99990000099999e-06,9.99990000099999e-06,True,True,95,5.000004342923105
0.5498093712853731,0.5475448308994847,9.99990000099999e-06,9.99990000099999e-06,True,True,96,5.000004342923105
0.006287667305076711,0.004294262425046774,0.23564764352356476,0.23564764352356476,False,False,97,0.6277368988274499
0.10084033613445378,0.09993937454741415,0.00913990860091399,0.00913990860091399,True,True,98,2.039058147189273
